titolo,descrizione,path_immagine,link_articolo,data
Inaugurata l’Università Bocconi,"Concepita come una fondazione privata, l'Università Luigi Bocconi venne inaugurata il 10 novembre del 1902, con l'unico corso attivo in Economia e Commercio (il primo in Italia). Ottanta in tutto gli studenti che vi s'iscrissero sotto la guida del rettore Lepoldo Sabbatini, autore del programma formativo dell’ateneo e figura celebre di avvocato, che ebbe anche il merito di favorire la nascita della federazione di tutte le Camere di Commercio d’Italia.",https://www.unibocconi.it/wps/wcm/connect/Bocconi/SitoPubblico_IT/Albero+di+navigazione/Home/Chi+siamo/Storia+e+identita/Storia/STORIA,https://www.rai.it/resizegd/1024x768/dl/img/2019/11/1574684063178.04.jpg,1902/11/10
Nasce il virus informatico,"La prima dimostrazione pratica di che cosa è capace un virus ebbe luogo l'11 novembre del 1983 alla University of Southern California. Durante un corso di sicurezza informatica, uno studente di Ingegneria, Fred Cohen, dimostrò gli effetti di un virus, propagato attraverso un floppy disk, su un programma di grafica denominato VD.","https://www.stylology.it/2019/11/11-novembre-virus-informatico/#:~:text=L%E2%80%9911%20novembre%201983%20nasce%20il%20virus%20informatico.%20In,sarebbe%20stato%20in%20grado%20di%20fare%20un%20virus.",https://th.bing.com/th/id/OIP.mx4Q2rnIf0bw4_s0iu_3DgHaFj?pid=ImgDet&rs=1,1983/11/11
Il nuovo incarico a Mario Monti ,"Mario Monti, a seguito delle dimissioni di Silvio Berlusconi, riceve da Napolitano l'incarico per la formazione di un nuovo governo. ",http://temi.repubblica.it/UserFiles/espresso-open-politix/Image/monti_napolitano.jpg,https://www.google.it/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwiWz53yoZP0AhVf_rsIHSOiB58QFnoECAkQAQ&url=http%3A%2F%2Ftemi.repubblica.it%2Fespresso-open-politix%2F2011%2F11%2F14%2Fmario-monti-incaricato-di-formare-un-nuovo-governo%2F&usg=AOvVaw1q8hOrdCuAh5iTDiZkPmXy,2011/11/13
Giornata mondiale del diabete,"Il 14 novembre di ogni anno si celebra la Giornata Mondiale del Diabete (GMD), promossa dall’International Diabetes Federation (IDF), con lo scopo di informare e sensibilizzare le persone in merito alla malattia e, al contempo, diffondere le norme di prevenzione del diabete.",https://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?menu=notizie&id=2321,https://th.bing.com/th/id/OIP.tx1wjc7qhJ08VPeaeNfg_AHaEK?pid=ImgDet&rs=1,1991/11/14
Elezione del Supremo Capo Militare della NATO,"L'ammiraglio Giampaolo Di Paola venne eletto dai Capi di Stato Maggiore europei come Supremo Capo Militare della NATO.
",https://www.repubblica.it/2007/11/sezioni/esteri/di-paola-nato/di-paola-nato/lapr_11627379_53010.jpg,https://www.google.it/url?sa=i&url=https%3A%2F%2Fwww.repubblica.it%2F2007%2F11%2Fsezioni%2Festeri%2Fdi-paola-nato%2Fdi-paola-nato%2Fdi-paola-nato.html&psig=AOvVaw2EFnRc9dEa_STpRMnbUJ9_&ust=1636821714189000&source=images&cd=vfe&ved=0CAwQjhxqFwoTCMiunJuik_QCFQAAAAAdAAAAABAD,2007/11/14
Valentino Rossi dichiara chiusa la sua carriera,Valentino Rossi si ritira ufficialmente dalla MotoGp probabile ritorno nel mondo automobilistico,https://immagini.quotidiano.net/?url=http%3A%2F%2Fp1014p.quotidiano.net%3A80%2Fpolopoly_fs%2F1.6937728.1634683009%21%2FhttpImage%2Fimage.JPG_gen%2Fderivatives%2Fwidescreen%2Fimage.JPG&w=660&h=368,https://it.wikipedia.org/wiki/14_novembre,2021/11/14
Discorso di Mussolini," Benito Mussolini presentò al Parlamento il suo governo tenendo il cosiddetto ""Discorso del bivacco"" Il re Vittorio Emanuele III, dopo aver invano avanzato la proposta ad Antonio Salandra di formare un nuovo governo, il 30 ottobre 1922 convocò Benito Mussolini a Roma per assegnargli il compito.",https://upload.wikimedia.org/wikipedia/it/thumb/8/8a/Mussolini_mezzobusto.jpg/324px-Mussolini_mezzobusto.jpg,https://it.wikipedia.org/wiki/Discorso_del_bivacco,1922/11/16
Fondazione della Scuderia Ferrari,"La Scuderia Ferrari è una squadra corse italiana di Formula 1 con sede a Maranello, Venne fondata nel 1922 (aggiungi il nome del fondatore), come   sezione sportiva dell'omonina casa automobilistica Ferrari",https://api.ferrarinetwork.ferrari.com/v2/network-content/medias//resize/5e728096c74ede4fdf7805df-scuderia-ferrari-mission-winnow-l?apikey=9QscUiwr5n0NhOuQb463QEKghPrVlpaF&width=768&height=430,https://it.wikipedia.org/wiki/Scuderia_Ferrari,1929/11/16
Concerto Rock a Roma ,"A Roma i padri del Rock (Chuck Berry, James Brown, Ray Charles, Bo Diddley, Fats Domino, Jerry Lee Lewis e Little Richard) suonarono insieme un concerto a Palaeur a presentare ""The Giants of Rock'n'Roll""",https://i.ytimg.com/vi/8pzGxxfunXI/maxresdefault.jpg,https://it.wikipedia.org/wiki/17_novembre,1988/11/17
Morte di 19 Soldati Italiani in Iraq per attentato,"Gli attentati di Nassiriya furono alcuni attacchi avvenuti dal 2003 al 2006 durante la guerra d'Iraq nella città di Nāṣiriya contro le forze armate italiane partecipanti alla missione militare denominata ""Operazione Antica Babilonia"", il più grave dei quali fu la strage del 12 novembre 2003 che provocò 28 morti (19 italiani).

Questi attacchi provocarono un totale di circa 50 vittime (di cui 25 italiani).",https://lh3.googleusercontent.com/proxy/Y2mq8y6SKQoxAn1-2aMMia1jgnuQO42ch0QN41UqTBamYgrQwmBj_LeE3_UpvLZ555ixj6bCfK_PW1TGtNBg4RxM8M_j7ZRpIIdr9MQstJNRnPDn8tfCHl2FkX9c65y7mLSKgp4xArQo4vTF,https://it.wikipedia.org/wiki/Attentati_di_N%C4%81%E1%B9%A3iriya,2003/11/12
Messa in commercio del nuovo sistema operativo per computer ,"Venne messo in commercio Windows 1.0, la prima versione del celebre sistema operativo Windows",https://upload.wikimedia.org/wikipedia/it/7/71/Windows1.0_screenshot.gif,https://it.wikipedia.org/wiki/Windows_1.0,1985/11/20
Causa dei Savoia alla Repubblica Italiana ,"I Savoia (Vittorio Emanuele di Savoia e suo figlio, Emanuele Filiberto), con una lettera inviata dai loro legali al Presidente della Repubblica Giorgio Napolitano e al presidente del Consiglio Romano Prodi, chiesero  circa 260 milioni di euro cpme risarcimento danni causati dal loro esilio, durato 54 anni, decretato nel 1946. ",https://www.mussolinibenito.net/wp-content/uploads/2019/06/casa-savoia.jpg,https://it.wikipedia.org/wiki/20_novembre,2007/11/20
Esercito Turco uccide 200 Italiani," 132 turco-arabi guidati da Mustafa Kemal attaccarono di sorpresa e sconfissero le truppe italiane nlla Battaglia della Collina di Nadura.200 italiani rimesero ucccisi.  La battaglia di Sciara-Sciat fu combattuta il 23 ottobre 1911 tra le truppe italiane e quelle turco ottomane supportate da migliaia di ribelli locali durante le prime fasi della guerra italo-turca. Lo scontro, iniziato con una manovra diversiva lungo la parte occidentale della linea difensiva italiana, ebbe il suo culmine nel settore opposto, nella zona di Sciara-Sciat, posta all'interno dell'oasi ad est di Tripoli. Seppur circondati, gli italiani riuscirono ad evitare lo sfondamento delle linee e a recuperare le posizioni perdute durante le prime fasi della battaglia, mantenendo saldamente il controllo della città. La battaglia di Sciara-Sciat fu lo scontro che causò il più alto numero di caduti italiani durante la guerra di Libia.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Italo-Turkish_war_collage.jpg/260px-Italo-Turkish_war_collage.jpg,https://it.wikipedia.org/wiki/Guerra_italo-turca,1911/11/22
Terremoto violento in Campania  ," TIn Irpinia si verificò un sisma di grado 6,9 della scala Richter con epicentro tra i comuni di Conza della Campania (AV), Teora (AV) e Laviano (SA)  280.000 sfollati, 8.848 feriti, 2.914 morti.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/19801123_183453_irpinia_quake_intensity.jpg/409px-19801123_183453_irpinia_quake_intensity.jpg,https://it.wikipedia.org/wiki/Terremoto_dell%27Irpinia_del_1980,1980/11/23
Caduta elicottero Agip ,"Un  elicottero dell'Agip precipitò in mare, al argo della costa di Marina di Ravenna, Nello schianto morirono i tredici lavoratori che si trovavano a bordo.",https://radionbc.it/wp-content/uploads/2018/09/elicottero-caduto.jpg,https://it.wikipedia.org/wiki/25_novembre,1990/11/25
Prima guerra mondiale:Battaglia del Piave,"Si conclude la prima battaglia del Piave con una importante vittoria difensiva degli italiani contro gli austro-tedeschi Le truppe italiane, credute vinte e moralmente distrutte anche dagli stessi vertici militari dopo la battaglia di Caporetto, opposero invece una tenace resistenza nei dintorni del monte Grappa tra le rive del Brenta e del Piave, permettendo così alla linea difensiva impostata lungo quest'ultimo fiume di continuare a resistere all'offensiva nemica, che dovette pertanto ridimensionarsi alla guerra di trincea.
",https://upload.wikimedia.org/wikipedia/commons/7/7c/Battle_of_Caporetto_IT.svg,https://it.wikipedia.org/wiki/Prima_battaglia_del_Piave,1917/11/26
Giornata mondiale delle vittime della strada,"Proclamata per la prima volta dall'Onu nel 2005 nella terza domenica di novembre, il 21 novembre è stata celebrata la ""Giornata mondiale in memoria delle vittime della strada"", un momento di ricordo e riflessione che viene dedicato, ogni anno, alle vittime di incidenti stradali ed ai loro familiari.",https://www.lavocedeltrentino.it/wp-content/uploads/2016/11/vittime_della_strada-e1479552065778-1.jpg,"https://www.poliziadistato.it/articolo/stradale-giornata-mondiale-in-memoria-delle-vittime-della-strada#:~:text=Proclamata%20per%20la%20prima%20volta,stradali%20ed%20ai%20loro%20familiari.",2005/11/21
Giornata contro la violenza sulle donne,"Il 25 novembre è la giornata internazionale contro la violenza sulle donne e sul femminicidio. Una data che non è stata scelta a caso dall'ONU: il 25 novembre ricorre infatti l'anniversario dell'assassinio delle sorelle Mirabal, tre coraggiose donne rivoluzionarie, che furono massacrate nel 1960. 

In una foto degli anni '50 le sorelle Mirabal appaione belle, sorridenti: Patria Mercedes, María Argentina Minerva e Antonia María Teresa sono le tre sorelle uccise brutalmente il 25 novembre del 1960 dal regime del dittatore Trujillo a cui loro avevano tentato di opporsi. Questo evento e questa data sono stati scelte dall'ONU come simbolo della Giornata mondiale contro la violenza sulle donne che si celebra in tutto il mondo nello stesso giorno.",https://cdn.studenti.stbm.it/images/2018/11/21/sorelle-mirabal_300x200.jpeg,https://www.studenti.it/25-novembre-giornata-contro-violenza-donne-storia-delle-sorelle-mirabal.html,1960/11/25
